Symbol,RSA_Down,RSA_Up,Q1,Q3
QRICH2,-0.396640914,-0.90475329,-0.538251771,1.237365738
QRSL1,-1.531433951,-0.57855135,-1.953371305,-0.292595107
QSER1,-1.543487379,-0.052365943,-1.449114707,-0.523755937
QSOX1,-0.247358037,-1.229326766,0.230512127,1.089485557
QSOX2,-0.778213166,-0.200847537,-1.09776074,0.211177935
QTRT1,-1.242974373,-0.482612868,-0.352339501,-0.187423746
QTRTD1,-0.951099524,-0.637944557,-0.713581007,0.756585844
R3HCC1,-2.785385489,-0.127302997,-2.025188502,-1.137470677
R3HCC1L,-0.154813816,-2.326234229,0.508500885,1.442667921
R3HDM1,-0.047234247,-2.198875857,0.878848931,1.506695348
R3HDM2,-0.45768941,-0.606239413,-0.108636852,0.406786097
R3HDM4,-2.68946361,-0.744821184,-2.372187982,-0.400941522
R3HDML,-0.595474767,-0.670484332,-0.123657886,0.604919618
RAB10,-2.281780558,-0.250242353,-1.293973881,-0.919218355
RAB11A,-0.519099642,-0.825609814,0.076772224,0.769328295
RAB11B,-1.279037496,-0.247158239,-1.225248253,0.380701278
RAB11FIP1,-0.618176907,-0.471271815,-0.248842247,0.407827868
RAB11FIP2,-0.465394708,-0.975937417,0.185287506,0.480239934
RAB11FIP3,-0.447275761,-1.268058572,0.372451879,0.685830227
RAB11FIP4,-0.136256143,-2.42170754,0.986671214,1.413814976
RAB11FIP5,-0.710904752,-0.385038011,-1.019663603,0.604192362
RAB12,-0.321545296,-0.937069679,-0.253504778,0.611408695
RAB13,-0.855383005,-0.842906272,-0.660142877,-0.103890854
RAB14,-0.962276414,-0.449319933,-0.72421858,0.337683312
RAB15,-0.520795791,-1.527135828,0.207238886,0.564610656
RAB17,-0.386180479,-0.6428496,-0.427163346,0.347366833
RAB18,-0.755130596,-0.545976644,-0.455562312,0.068975935
RAB19,-0.504750392,-0.431786262,-0.659845233,0.480979104
RAB1A,-0.241267504,-1.54123496,0.32444169,0.582544332
RAB1B,-0.590366287,-0.688418312,-0.153962454,0.206561914
RAB20,-0.459041755,-1.330700913,-0.70830583,1.705793046
RAB21,-1.064703351,-0.370878463,-0.90943641,0.045649444
RAB22A,-0.395718873,-1.116927121,0.279607941,0.917834847
RAB23,-0.509281544,-0.905367207,0.134208154,0.201285159
RAB24,-0.720914302,-0.551615621,-0.628531212,0.550824198
RAB25,-0.567556108,-0.786718161,-0.11485721,0.621425984
RAB26,-0.306281571,-1.911969523,0.408993351,0.758981462
RAB27A,-0.433563448,-0.877164378,-0.458188097,0.901877126
RAB27B,-1.458392991,-0.317421095,-1.17837686,-0.48839942
RAB28,-0.351371814,-0.786056733,-0.355302455,0.396564491
RAB29,-0.198763987,-0.843267559,-0.24772821,0.675313787
RAB2A,-0.21211129,-0.954047544,-0.208564452,0.6878104
RAB2B,-1.052941212,-0.417125662,-0.876910159,-0.242935492
RAB30,-0.678212462,-0.436195917,-0.57054649,0.129431441
RAB31,-0.461480708,-0.5132118,-0.2484079,0.779887238
RAB32,-0.774494223,-0.422923079,-0.868980252,-0.039534427
RAB33A,-0.606823246,-0.82128936,-0.299174299,0.103273041
RAB33B,-0.420960455,-0.683311268,-0.232234315,0.714250651
RAB34,-0.542334547,-1.491978672,-0.065455787,0.427097464
RAB35,-0.324997191,-0.886685838,0.121071334,0.508878711
RAB36,-0.288045888,-0.641650448,-0.273896436,0.923020829
RAB37,-0.517493985,-1.024406768,-0.129353218,0.583803898
RAB38,-0.581286904,-1.369733699,-0.0494677,0.256155271
RAB39A,-0.517268945,-0.563180527,-0.407732934,0.315789889
RAB39B,-0.491425932,-0.667870673,-0.455181568,0.31903832
RAB3A,-0.168415103,-1.725768827,-0.225735527,1.471779057
RAB3B,-0.239724273,-1.584789506,0.195744561,1.39427882
RAB3C,-1.44153495,-0.181461088,-0.766506928,-0.47820812
RAB3D,-0.343025066,-0.978754783,-0.116197532,0.801226697
RAB3GAP1,-0.631010835,-0.411287072,-0.351349123,0.294828449
RAB3GAP2,-1.67967091,-1.740229851,-0.80944769,2.198980692
RAB3IL1,-0.995216586,-1.921527164,-1.270542133,2.416627631
RAB3IP,-1.13947351,-0.385802474,-1.510181177,0.605691989
RAB40A,-0.636161141,-0.697990177,-0.515731327,0.704072696
RAB40AL,-1.395468398,-0.120428852,-1.033785668,-0.451467036
RAB40B,-1.712919226,-0.394763602,-0.554939119,-0.292009395
RAB40C,-0.747374889,-0.672813776,-0.567829479,0.191508042
RAB41,-0.75483835,-0.596156005,-0.459672501,0.133901803
RAB42,-0.273812802,-1.329768183,0.410085943,0.740154046
RAB43,-0.858043081,-0.921640627,0.146722017,0.249487406
RAB44,-0.364137727,-0.718663142,-0.068364728,0.478459615
RAB4A,-1.76070767,-0.326139971,-0.811163586,-0.235478837
RAB4B,-0.80922987,-0.388424514,-0.540666561,0.059303229
RAB5A,-0.816099185,-0.313142384,-0.914433202,0.19262878
RAB5B,-0.675049839,-1.06047926,-0.179136112,0.444306764
RAB5C,-1.436614554,-0.129732359,-1.003443072,-0.475459868
RAB6A,-0.320893586,-0.904785652,0.07141385,0.587586699
RAB6B,-1.409887251,-0.829132266,-0.278191256,0.046953299
RAB6C,-0.135657728,-2.334692661,0.944403798,1.50880358
RAB7A,-0.223619479,-2.234562193,0.706331246,2.811282707
RAB8A,-0.537080603,-1.124347852,0.007290113,0.609198986
RAB8B,-0.292852248,-0.708220926,-0.020581259,0.931209526
RAB9A,-1.716891795,-0.545223878,-0.71409366,-0.145193166
RAB9B,-0.494826889,-1.081446333,0.256124818,0.610603521
RABAC1,-2.399407392,-0.08310113,-3.050491696,-0.473990232
RABEP1,-0.058826128,-3.05487901,1.016043472,2.263794988
RABEP2,-1.525242857,-0.06038753,-1.223330523,-0.189931675
RABEPK,-0.555796094,-2.469833279,-0.833560946,3.134451134
RABGAP1,-0.190084331,-1.498341291,0.45389687,1.49669952
RABGAP1L,-0.29686307,-2.231064326,0.646314787,0.799482814
RABGEF1,-1.22945887,-0.554232943,-0.491457447,0.831574038
RABGGTA,-0.692806586,-0.577219644,-0.551157561,0.026707976
RABGGTB,-0.26446061,-0.67910594,-0.414858332,0.601447164
RABIF,-0.272792183,-1.089404958,-0.430159509,0.697819057
RABL2A,-0.630635045,-0.662074751,-0.057813987,0.572489748
RABL2B,-0.567586524,-0.797916405,0.055090747,0.661805198
RABL3,-0.487591028,-0.703840403,-0.561905495,0.850504276
RABL6,-0.591070978,-0.665782358,-0.053877878,0.117638517
RAC1,-0.887305928,-1.616882059,0.108592116,0.19204193
RAC2,-0.835557813,-0.716284017,-0.059718458,0.17243315
RAC3,-0.628016507,-0.741614918,-0.530426608,0.085113138
RACGAP1,-2.409580392,-0.060053731,-1.73389614,-0.974107531
RAD1,-0.973212552,-0.630191017,-1.321917865,-0.14983507
RAD17,-0.828240378,-0.978056495,-0.291735054,-0.065179045
RAD18,-1.552839096,-0.191286137,-0.942856281,-0.346688979
RAD21,-0.212278533,-1.423670492,-0.113828895,1.815377353
RAD21L1,-0.237245761,-1.260296223,0.367607564,0.844596574
RAD23A,-0.602954472,-0.864668202,-0.891537954,1.189729111
RAD23B,-0.531329625,-0.865701846,-0.357589295,0.770754655
RAD50,-0.781923378,-0.906882748,-0.337099873,0.369325246
RAD51,-0.382746289,-0.900845747,-0.357663092,0.615815149
RAD51AP1,-0.637033686,-0.982654619,-0.274103915,0.076565957
RAD51AP2,-2.417591481,-1.993493481,-0.447757488,1.482022287
RAD51B,-0.696013997,-0.690767085,-0.500395514,0.567244105
RAD51C,-0.470280874,-0.72853023,-0.302075565,0.344007547
RAD51D,-1.151382109,-0.212232442,-1.485986006,-0.237014503
RAD52,-0.397461921,-1.046928885,0.068486391,0.922691926
RAD54B,-0.819136663,-1.059525278,-0.01081682,0.392156755
RAD54L,-0.322496058,-0.952647528,0.117338736,0.845277383
RAD54L2,-0.546968304,-0.576089504,-0.336619726,0.571732346
RAD9A,-1.67637955,-3.233011661,-2.021441308,4.129759217
RAD9B,-0.634543064,-0.303166638,-0.474045996,0.078731797
RADIL,-0.369711901,-0.890839717,-0.272690543,0.91673441
RAE1,-1.544571361,-0.234504415,-1.311483159,-0.30555146
RAET1E,-0.785162305,-0.585356439,-1.106003638,-0.041822392
RAET1G,-0.496683156,-1.234821653,-0.756404545,1.598584765
RAET1L,-0.605950656,-0.653824674,-0.065409487,0.1212226
RAF1,-0.077289168,-2.345411441,0.949690948,1.311158014
RAG1,-0.427965762,-0.755478331,-0.072356107,0.709114771
RAG2,-0.974623064,-2.806638683,-1.271669413,2.115537475
RAI1,-0.65772297,-2.105461016,0.829575752,2.525094598
RAI14,-0.625224617,-0.640458243,-0.639801941,0.55591826
RAI2,-0.181741841,-1.337581918,0.183873162,1.09611311
RALA,-0.110080666,-1.717814539,0.628903366,0.957995757
RALB,-0.827657419,-1.214435058,0.0624376,0.299122665
RALBP1,-0.692441734,-1.078069265,-0.132769857,0.121680682
RALGAPA1,-1.082791556,-0.172003345,-0.742995933,-0.262330969
RALGAPA2,-1.546660452,-1.279255965,-1.470119842,0.656041184
RALGAPB,-1.024228421,-0.83068632,-1.380614609,0.890916259
RALGDS,-0.458360521,-0.429750208,-0.707801908,0.668289839
RALGPS1,-0.187925134,-1.78598814,0.260166252,0.702744829
RALGPS2,-0.569168787,-0.48442711,-0.584719919,0.236820995
RALY,-0.288287473,-0.826020686,-0.345378744,1.149518447
RALYL,-1.316281256,-0.393359554,-0.786915551,-0.404689828
RAMP1,-1.32185131,-0.316039071,-0.881150531,-0.407737586
RAMP2,-1.067696561,-0.605480289,-0.496101946,-0.252545281
RAMP3,-0.375439622,-1.123710867,0.013078158,0.972328213
RAN,-1.640982228,-0.25013723,-1.369270002,-0.294614086
RANBP1,-0.030377336,-4.505648744,2.074508364,2.509266286
RANBP10,-0.230540842,-1.154318637,-0.188846943,1.511636134
RANBP17,-1.983409002,-0.654944353,-0.425555763,-0.309821818
RANBP2,-0.180188363,-1.160375078,-0.196336853,0.803030348
RANBP3,-0.613308339,-0.412221325,-0.904090532,0.277247371
RANBP3L,-0.430448668,-1.70437963,0.145348581,0.68350173
RANBP6,-0.542753612,-0.924987533,-0.334795663,0.166362802
RANBP9,-0.116916302,-1.946830313,0.748807931,1.689367326
RANGAP1,-1.256427811,-2.639181225,-0.381731921,3.352987006
RANGRF,-0.915369786,-0.872708401,-0.497265938,-0.147366276
RAP1A,-1.600597141,-0.515023047,-1.182145746,-0.566305331
RAP1B,-0.252714209,-0.843226934,-0.060426141,1.1416288
RAP1GAP,-0.650378913,-1.229758228,0.030799524,0.947755825
RAP1GAP2,-1.31580095,-1.577709357,-0.940543451,1.822582707
RAP1GDS1,-0.379360197,-0.882799628,-0.198034613,0.356432442
RAP2A,-0.690445185,-0.67306921,-0.424780489,0.462356371
RAP2B,-1.160215225,-0.715243134,-0.01025956,0.17814026
RAP2C,-0.856038396,-0.720059715,-0.823405215,1.028262355
RAPGEF1,-1.31033461,-0.137674254,-0.845896982,-0.40109669
RAPGEF2,-1.669239297,-0.365772444,-0.524131196,-0.273203508
RAPGEF3,-0.177022416,-0.916216294,0.141939471,0.729142563
RAPGEF4,-0.935137155,-0.3794765,-0.715996947,0.325207925
RAPGEF5,-0.568347084,-0.612372955,-0.103739489,0.519200307
RAPGEF6,-0.326271138,-0.990908034,-0.396255114,0.436246235
RAPGEFL1,-1.191251842,-1.888425391,-1.569294504,1.531648021
RAPH1,-2.045288473,-0.392679477,-1.684604962,-0.799989749
RAPSN,-0.770338236,-0.344124638,-0.409582933,0.423518107
RARA,-1.423739244,-0.455521796,-0.542131754,-0.066506011
RARB,-0.201898255,-1.17141174,0.312725933,0.668160385
RARG,-0.169075398,-2.264761912,0.442983882,0.751492182
RARRES1,-0.1834563,-0.952207334,-0.249461506,1.290822883
RARRES2,-2.719843405,-0.076401719,-2.402692663,-0.785043137
RARRES3,-1.956852818,-1.227340187,-1.386494299,1.589652646
RARS,-0.211547949,-1.132925267,0.116970089,1.490255995
RARS2,-0.039728025,-1.905532876,0.726811638,1.408348403
RASA1,-0.347810095,-1.026021539,-0.018488724,0.401571617
RASA2,-0.719184942,-0.720489992,-0.536448959,0.106530172
RASA3,-0.455608459,-0.649637254,-0.068897745,0.610955676
RASA4,-0.198562303,-1.058224407,-0.052614342,0.891657486
RASA4B,-0.467601253,-1.441270393,0.168623661,0.356236291
RASAL1,-0.595724011,-0.262700093,-0.881692801,0.38672786
RASAL2,-0.271476058,-1.337949103,-0.352733604,1.272140183
RASAL3,-0.869708467,-0.537410548,-0.206938577,-0.113369452
RASD1,-0.618083507,-0.724020585,-0.002750997,0.313102046
RASD2,-0.349590432,-1.147915151,-0.504432233,0.842254844
RASEF,-1.089411393,-0.559018707,-0.155581711,0.174845709
RASGEF1A,-0.429866023,-0.999961484,-0.409580622,1.344291986
RASGEF1B,-0.950742935,-1.775883055,0.141521127,0.302782632
RASGEF1C,-0.594797048,-0.448916705,-0.657104998,0.207773696
RASGRF1,-0.763736288,-0.373185657,-0.859341937,0.062962784
RASGRF2,-0.390740923,-0.766897069,-0.525714303,0.342018566
RASGRP1,-0.602014804,-0.568560751,-0.632386473,0.61789587
RASGRP2,-0.668878014,-0.614879208,-0.641009873,0.072122056
RASGRP3,-2.396689074,-0.212929838,-1.042647006,-0.951721134
RASGRP4,-1.013883889,-0.690058968,-0.355466496,0.094416841
RASIP1,-0.731553382,-0.318885743,-1.040120022,0.504301262
RASL10A,-0.331158666,-0.844899851,0.091634449,0.946090792
RASL10B,-0.490143096,-1.110243261,-0.137891535,0.332101979
RASL11A,-0.650137483,-0.230151486,-0.897325842,0.194428823
RASL11B,-0.198916566,-1.13390809,-0.192031276,1.491486932
RASL12,-0.172542281,-2.539646923,1.045917196,1.05877749
RASSF1,-0.426857882,-0.665847168,-0.067295145,0.296162742
RASSF10,-0.915791293,-0.534023499,-0.592855187,0.30068885
RASSF2,-0.357349096,-0.973413094,0.055679311,0.388196251
RASSF3,-0.422867044,-1.54404126,0.259207982,0.839676576
RASSF4,-0.824505641,-2.395792199,-1.152374186,2.976218461
RASSF5,-0.6335982,-0.605744335,-0.637433198,0.896762619
RASSF6,-0.755066596,-0.449604923,-0.274422105,0.637803984
RASSF7,-1.838906249,-0.790864604,-2.331859192,1.110717497
RASSF8,-2.244961318,-0.138119783,-2.843361008,-0.801488242
RASSF9,-0.173557943,-2.065892171,0.810120121,1.186185519
RAVER1,-0.716056019,-0.783167081,0.043883204,0.235931157
RAVER2,-0.133888383,-2.52820577,0.518307129,1.602701301
RAX,-0.433842762,-1.023542415,-0.295209661,1.370556486
RAX2,-0.5707252,-0.83008562,0.080358947,0.850696499
RB1,-2.478722206,-0.089140605,-1.677678129,-1.016934335
RB1CC1,-1.217524176,-0.501640956,-0.751947777,0.7650773
RBAK,-0.627505291,-0.76556815,-0.462801769,0.085355514
RBAK-RBAKDN,-0.625699269,-1.938555984,-0.64676612,2.435658335
RBBP4,-2.756576726,-0.104666932,-2.022774149,-1.156817591
RBBP5,-0.813492941,-0.511095143,-0.801668974,0.145517112
RBBP6,-0.608639741,-0.404083485,-0.328059067,0.11999716
RBBP7,-0.249138816,-1.563061874,0.049366772,0.994146469
RBBP8,-3.126540272,-2.260540074,-4.027608864,0.398831279
RBBP8NL,-0.509714247,-0.836617948,-0.773970012,0.812026378
RBBP9,-0.879630011,-0.223313464,-0.620948381,-0.120919868
RBCK1,-0.457388707,-0.597230041,-0.245160805,0.885560637
RBFA,-0.368742409,-1.310248573,-0.58266622,1.629963031
RBFOX1,-0.407312067,-0.983133384,-0.084343478,0.319358915
RBFOX2,-3.066288411,-0.142349405,-1.755099313,-0.847275112
RBFOX3,-0.684289013,-0.255663077,-0.981086624,0.371748633
RBKS,-0.399121928,-0.738415699,-0.1060601,0.831127886
RBL1,-0.841180531,-0.432199424,-0.85169045,0.096068827
RBL2,-2.142335232,-0.424624887,-2.55015408,0.660299483
RBM10,-2.762507519,-0.169552145,-1.604545685,-1.16010738
RBM11,-0.650014584,-0.315892814,-0.619320791,0.064588174
RBM12,-0.298743505,-1.48514744,0.019927378,1.007663212
RBM12B,-0.900233418,-0.599730743,-0.500766986,-0.136556457
RBM14,-0.806944236,-0.423841514,-0.304637408,0.260209657
RBM14-RBM4,-1.041484013,-0.211423494,-0.784926346,-0.083482847
RBM15,-0.1586402,-1.718958339,0.264632843,0.89379761
RBM15B,-1.101584631,-0.674616173,-1.467938816,0.684861386
RBM17,-1.141236728,-0.29538129,-0.487215189,0.035623815
RBM18,-3.688004121,-0.088920997,-1.988092678,-1.222446869
RBM19,-0.229268442,-0.580739727,-0.349442045,0.808380307
RBM20,-0.601552876,-0.608856735,-0.231350543,0.62090784
RBM22,-0.328863299,-0.785370475,0.045265258,0.592708792
RBM23,-0.743159424,-0.515028344,-0.735319829,0.538042613
RBM24,-0.541137757,-0.755196918,-0.508669452,0.294172194
RBM25,-0.087386572,-1.589750584,0.558811972,1.051805632
RBM26,-0.242498962,-0.454213681,-0.346009375,0.579888614
RBM27,-0.399375754,-1.134275861,0.022311946,0.330675112
RBM28,-1.016723283,-0.58171548,-0.545219374,-0.219066045
RBM3,-0.569290547,-0.782191975,-0.373765678,0.324431854
RBM33,-0.465075696,-0.894885424,-0.716437979,0.781723321
RBM34,-0.837469122,-0.405548826,-0.686535552,-0.090168881
RBM38,-0.798605707,-0.288207237,-0.938314318,0.241742022
RBM39,-0.382187661,-0.707863982,-0.291280663,0.434011956
RBM4,-0.288735628,-0.57844208,-0.456565151,0.684850332
RBM41,-0.543388225,-0.749599782,-0.337391196,0.329560036
RBM42,-0.659370598,-0.208903525,-0.959526031,0.221989524
RBM43,-1.641531934,-0.356286092,-1.048622009,-0.589370881
RBM44,-1.506836924,-0.692441734,-0.453111665,-0.185406453
RBM45,-0.583246799,-1.838869268,0.473447174,0.534071163
RBM46,-0.247852064,-1.531398633,0.149066313,1.224549084
RBM47,-0.595514371,-1.115130313,-0.220214523,0.113765727
RBM48,-0.05609084,-1.751457581,0.44440599,1.251130742
RBM4B,-1.090610792,-0.422809255,-0.888558589,0.179917001
RBM5,-0.545488263,-0.880831059,-0.312730628,0.16371896
RBM6,-0.559865921,-0.635117447,-0.614969298,0.14927282
RBM7,-1.782536738,-0.613036336,-1.744397911,0.905036806
RBM8A,-2.211975911,-0.062848512,-1.294902186,-0.48629121
RBMS1,-0.317502418,-1.279944396,-0.159433372,0.924265186
RBMS2,-0.262920634,-1.706335249,0.621980176,1.175164614
RBMS3,-0.547633647,-1.182891863,0.319632575,0.656375494
RBMX,-0.959952301,-0.978491429,0.186759613,0.310816009
RBMX2,-0.372455524,-0.654507386,-0.159392999,0.472545585
RBMXL1,-0.954192917,-0.591811445,-0.55847392,0.325916075
RBMXL2,-0.568941997,-0.670283904,-0.849427917,0.620987898
RBMXL3,-1.240489563,-0.168792596,-1.374929044,-0.358286894
RBMY1A1,-0.577708536,-0.56874268,-0.297363309,0.139114551
RBMY1B,-1.263328296,-0.989071461,-0.297363309,0.054018661
RBMY1D,-1.263328296,-0.989071461,-0.297363309,-0.036795711
RBMY1E,-1.263328296,-0.989071461,-0.297363309,-0.036795711
RBMY1F,-0.65586641,-0.56874268,-0.436433922,0.059763086
RBMY1J,-0.462163973,-0.454991339,-0.513510363,0.231552784
RBP1,-0.300867668,-1.022848725,0.21687098,0.658375286
RBP2,-0.630228012,-0.91261566,-0.252658336,0.453043697
RBP3,-0.692448494,-1.560462891,0.234673644,1.519579345
RBP4,-1.096850603,-0.716935573,-0.141232326,0.046536887
RBP5,-0.659762875,-1.011606284,-0.103467635,0.620385237
RBP7,-0.574468155,-0.404053157,-0.479239154,0.392226481
RBPJ,-4.066336509,-0.112619925,-1.942973929,-1.834987015
RBPJL,-0.591361928,-0.771226889,-0.84655078,0.646332325
RBPMS,-0.301325038,-0.794882026,-0.283683479,0.679824465
RBPMS2,-0.240461461,-1.785337926,-0.073242063,1.308077947
RBSN,-0.627136739,-0.450985082,-0.272515051,0.476357103
RBX1,-1.806566467,-0.177035221,-1.571619196,-0.675883327
RC3H1,-0.284626373,-0.814787916,0.015246442,0.831580403
RC3H2,-0.707027712,-0.648809889,-0.503525416,0.87022463
RCAN1,-0.42078176,-0.976755496,-0.656605988,1.317749243
RCAN2,-0.938512517,-0.684581011,-0.036665666,0.079309121
RCAN3,-2.33956206,-0.176602814,-1.44996539,-0.850816864
RCBTB1,-0.819671941,-0.535821275,-0.691228477,0.699368267
RCBTB2,-0.550468547,-0.881112174,-0.321664722,0.249074462
RCC1,-2.295829095,-1.718097832,-2.908290994,2.17247348
RCC2,-2.31963103,-0.080811073,-2.417517649,-0.937781151
RCCD1,-1.036619147,-1.755404714,-1.395110472,2.219505427
RCE1,-0.599989717,-0.566235774,-0.887896766,0.847476946
RCHY1,-0.351792485,-1.114459625,0.082852,0.89248631
RCL1,-0.873175795,-0.816868372,-0.768330159,0.40316167
RCN1,-0.394033383,-0.711403571,-0.427763886,0.608576998
RCN2,-1.411412035,-0.484105118,-0.41787211,-0.120033137
RCN3,-0.542004988,-1.556381708,0.541521212,0.757443268
RCOR1,-0.622509321,-0.235830019,-0.595465779,0.274708224
RCOR2,-2.71161017,-0.058609564,-1.535670056,-0.932323824
RCOR3,-1.128725113,-0.251800382,-0.928329171,-0.292485667
RCSD1,-0.381317756,-0.679875189,-0.496658382,0.52228319
RCVRN,-1.45319307,-0.374853228,-1.164316913,-0.485360016
RD3,-1.023560852,-0.887305009,-1.159520617,-0.201387986
RD3L,-0.778940894,-1.006392149,-1.099524499,1.35060478
RDH10,-0.283958955,-1.074109635,-0.24113022,1.204271505
RDH11,-0.509707718,-0.641930098,-0.673738023,0.200906327
RDH12,-0.751188035,-0.55688456,-0.266071166,0.342958809
RDH13,-1.215608426,-0.167856186,-0.892223032,-0.344261034
RDH14,-1.006466424,-0.412262938,-1.359405113,0.309881869
RDH16,-0.956884074,-0.920939251,-0.075545598,0.034761555
RDH5,-0.335768608,-1.027230785,0.220364187,0.940655719
RDH8,-0.852069414,-0.666460577,-0.053370333,0.400989388
RDM1,-0.430867192,-0.783266695,0.017566031,0.291519567
RDX,-0.507281046,-0.561147276,-0.770705642,0.840625593
REC114,-0.817407098,-1.115934359,0.278914281,0.743724388
REC8,-0.208490992,-1.466431519,0.113236699,1.427588661
RECK,-1.681879329,-1.28802967,-1.258061141,1.653436537
RECQL,-0.306847648,-0.656676875,-0.129737577,0.721898239
RECQL4,-0.37270078,-1.074186452,-0.119564134,0.540257167
RECQL5,-0.862113615,-0.526077391,-0.386139083,0.321886725
REEP1,-0.175054136,-1.866518225,0.288975425,1.426511023
REEP2,-1.853791936,-0.993009248,-2.356377821,1.336677056
REEP3,-0.645280268,-0.469269358,-0.396401076,0.722288784
REEP4,-0.349730079,-1.392270215,-0.13932035,1.777461206
REEP5,-0.726498232,-0.393827558,-1.037547665,0.531650178
REEP6,-1.087671508,-0.246487365,-1.05727938,0.103491113
REG1A,-0.348974833,-0.619174511,-0.515879003,0.399453016
REG1B,-1.2764,-0.217688438,-1.28259305,-0.0754281
REG3A,-1.69657539,-0.237454768,-1.256311589,-0.618006007
REG3G,-0.574868393,-0.518058803,-0.300769665,0.713495653
REG4,-0.667853292,-0.337026482,-0.969272207,0.316492277
REL,-1.436091456,-0.212671517,-1.15611444,-0.356947138
RELA,-0.471439752,-1.59397338,0.161943752,0.242850678
RELB,-0.774324059,-0.410408698,-0.962961111,0.289825187
RELL1,-0.477062481,-1.216512695,-0.415756183,1.576344149
RELL2,-0.777899661,-0.385156772,-0.362046054,0.262245198
RELN,-0.26480222,-0.783495672,0.044033336,0.689535316
RELT,-0.536930645,-0.533963599,-0.590709637,0.569964312
REM1,-0.585852859,-0.546913318,-0.528117598,0.637138655
REM2,-0.530352705,-0.436739977,-0.681570321,0.368181572
REN,-0.593482157,-0.372961462,-0.832733342,0.115732638
RENBP,-0.251107594,-2.041402106,-0.183891055,2.558627471
REP15,-0.050977257,-2.381979611,0.966425296,2.481402726
REPIN1,-0.940353528,-0.867240485,-0.185530304,0.136609183
REPS1,-0.928971525,-0.201813584,-0.823466351,0.29278573
REPS2,-1.125095172,-0.311736042,-0.899195529,0.327139415
RER1,-0.899791574,-1.283113841,-1.212106723,1.429778867
RERE,-0.774922466,-0.382159733,-1.011849388,0.167922975
RERG,-0.40095222,-0.970170427,0.134953303,0.408344341
RERGL,-1.136251112,-0.726568798,-0.345338179,0.216659455
RESP18,-0.927685022,-0.105666329,-1.268807162,-0.116481115
REST,-0.256433494,-0.755860257,-0.396086961,0.553767514
RET,-0.431267786,-0.360248497,-0.670798876,0.567711837
RETN,-0.70504294,-1.479353692,0.295084919,0.498308103
RETNLB,-0.984977396,-0.637863144,-1.244052862,-0.197924627
RETSAT,-1.03093522,-0.674724874,-0.053285816,0.975129332
REV1,-0.95917457,-0.733895865,-0.494493198,0.761393782
REV3L,-0.197832741,-0.70596755,-0.136011568,1.011448211
REXO1,-0.219892845,-0.820913338,-0.332355867,0.675758604
REXO2,-0.461777056,-0.584100312,-0.712267008,0.681612133
REXO4,-1.201282006,-0.308892917,-0.465012601,0.149913121
RFC1,-0.24924389,-2.700697407,0.837708316,1.252718572
RFC2,-0.645623019,-0.370029757,-0.541911098,0.452397
RFC3,-0.339161064,-0.799250813,-0.458429023,1.119161967
RFC4,-0.587049139,-0.746645026,0.014590938,0.486920511
RFC5,-0.356341286,-0.60789451,-0.377387314,0.899070128
RFESD,-0.723886797,-0.560844419,-0.603670331,0.329636214
RFFL,-1.019532193,-0.679400783,-0.154105882,0.019773694
RFK,-0.577655653,-0.56130808,-0.859629174,0.793549777
RFNG,-0.853276169,-0.379402895,-0.359101498,0.004628727
RFPL1,-0.490084394,-0.45213308,-0.271263545,0.491993286
RFPL2,-0.663000237,-0.40328442,-0.575602892,0.17013754
RFPL3,-0.676456544,-0.888010883,-0.310558465,0.600803872
RFPL4A,-0.446362518,-0.747719619,-0.418366369,0.273194216
RFPL4AL1,-0.446362518,-0.747719619,-0.418366369,0.273194216
RFPL4B,-0.445170677,-0.765401553,-0.392043705,0.889617846
RFT1,-1.211683693,-0.74785386,0.015452321,0.582102764
RFTN1,-0.551313701,-0.843348815,0.002325514,0.607261884
RFTN2,-0.684927243,-0.952433947,-0.74999601,0.573413872
RFWD2,-2.345944742,-0.358715958,-0.986616309,-0.657817774
RFWD3,-0.458818406,-1.110672881,-0.076709278,0.257940025
RFX1,-1.315280027,-0.371267457,-0.667555508,-0.404082022
RFX2,-0.715372167,-1.341488069,0.193439238,0.458787121
RFX3,-1.78044001,-0.640347516,-0.82482994,-0.662298435
RFX4,-0.291847594,-1.603658487,0.566354443,0.743578308
RFX5,-0.817116104,-0.201740056,-0.819995871,-0.074484891
RFX6,-0.496713969,-1.49983295,0.509841491,1.198590579
RFX7,-1.606726263,-0.408967334,-0.918309766,-0.569760548
RFX8,-0.217507213,-1.054481982,-0.008331093,1.404023321
RFXANK,-2.127627636,-0.306632189,-0.998558958,-0.822481186
RFXAP,-1.149873445,-0.667295183,-0.23701503,0.966153784
RGAG1,-0.916895332,-0.533844511,-1.257308866,0.806332071
RGAG4,-0.470827911,-1.658798117,0.372949804,1.235705804
RGCC,-1.819849609,-0.715076075,-2.308120259,-0.244385291
RGL1,-0.290321113,-1.780929719,0.351765558,1.2276853
RGL2,-1.070942965,-0.404542525,-1.433279155,0.267372097
RGL3,-0.194229535,-0.992360983,-0.039648485,0.964218228
RGL4,-4.189899954,-1.599510775,-3.822322181,2.026563998
RGMA,-0.150667793,-2.168950216,0.864170557,1.498982769
RGMB,-0.259645132,-0.892645052,0.012195623,0.882786363
RGN,-1.371258794,-0.203722389,-1.76986095,-0.121234994
RGP1,-0.175015424,-2.742082087,-0.196808031,2.542790341
