id,num,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna
FOXL1,4,0.7451,0.74506,1,13608,0
P3H1,4,0.7451,0.74506,1,13609,0
AGFG1,4,0.74517,0.74514,1,13611,0
CEP104,4,0.74521,0.74518,1,13612,0
ZNF564,4,0.74524,0.7452,1,13613,0
AGER,4,0.74526,0.74522,1,13614,0
RAP1A,4,0.74528,0.74524,1,13615,0
BOK,4,0.7454,0.74535,1,13616,0
FTHL17,4,0.74544,0.74541,1,13617,0
GJA5,4,0.74546,0.74542,1,13618,0
P2RX7,4,0.7455,0.74546,1,13619,0
CEP68,4,0.74552,0.74548,1,13620,0
AEBP2,4,0.74554,0.74551,1,13621,0
MYOG,4,0.74559,0.74556,1,13622,0
PLEKHA1,4,0.74561,0.74558,1,13623,0
DDO,4,0.74563,0.7456,1,13624,0
HYPM,4,0.74578,0.74576,1,13625,0
SCGB2B2,4,0.74583,0.7458,1,13626,0
RNF219,4,0.74586,0.74583,1,13627,0
CWC15,4,0.74588,0.74584,1,13628,0
WDR73,4,0.74595,0.74592,1,13629,0
S100A14,4,0.74599,0.74596,1,13630,0
PPIC,4,0.74604,0.74601,1,13631,0
RXRG,4,0.74606,0.74603,1,13632,0
MEF2D,4,0.74618,0.74615,1,13633,0
HK3,4,0.74623,0.74619,1,13634,0
TSPAN6,4,0.74629,0.74625,1,13636,0
CIZ1,4,0.74629,0.74625,1,13635,0
MEGF9,4,0.74635,0.74631,1,13637,0
SLC17A9,4,0.74639,0.74635,1,13638,0
HEPACAM2,4,0.74639,0.74635,1,13639,0
ECM1,4,0.74642,0.74639,1,13640,0
PANX3,4,0.74646,0.74643,1,13641,0
ATP5F1,4,0.74647,0.74644,1,13642,0
POLA1,4,0.74656,0.74653,1,13643,0
PUS3,4,0.74659,0.74656,1,13644,0
PCNT,4,0.74667,0.74665,1,13645,0
TBC1D8,4,0.7467,0.74668,1,13646,0
RNF44,4,0.74675,0.74673,1,13647,0
CS,4,0.74683,0.74682,1,13648,0
PILRA,4,0.74687,0.74686,1,13649,0
GPR62,4,0.747,0.747,1,13650,0
ATP12A,4,0.74709,0.7471,1,13651,0
C8orf89,4,0.74717,0.74717,1,13652,0
SCN11A,4,0.74722,0.74722,1,13653,0
GRHL2,4,0.74727,0.74727,1,13654,0
PDE8B,4,0.74736,0.74737,1,13656,0
KRTAP4-2,4,0.74736,0.74737,1,13655,0
SLC15A3,4,0.74739,0.74739,1,13657,0
MEI1,4,0.74752,0.74754,1,13658,0
TCEA2,4,0.74761,0.74762,1,13659,0
TEK,4,0.74763,0.74764,1,13660,0
GDAP1L1,4,0.74767,0.74768,1,13661,0
KRTAP27-1,4,0.74773,0.74774,1,13663,0
C8G,4,0.74773,0.74774,1,13662,0
DENND2D,4,0.74778,0.74779,1,13664,0
DTD2,4,0.74782,0.74784,1,13665,0
DGCR6L,4,0.74791,0.74792,1,13666,0
PRSS42,4,0.74794,0.74795,1,13667,0
PDSS1,4,0.74808,0.74808,1,13668,0
CALCB,4,0.7481,0.74809,1,13669,0
DEFB131,4,0.74813,0.74813,1,13670,0
RGS20,4,0.74815,0.74815,1,13671,0
CHKB,4,0.74823,0.74823,1,13672,0
COLEC10,4,0.74833,0.74832,1,13673,0
MAP6D1,4,0.74836,0.74834,1,13674,0
ARHGAP18,4,0.74838,0.74837,1,13675,0
08.Sep,4,0.74839,0.74839,1,13676,0
XYLB,4,0.74854,0.74854,1,13677,0
PPP1R13B,4,0.74857,0.74856,1,13678,0
NPBWR2,4,0.74862,0.74862,1,13679,0
MYLK2,4,0.74866,0.74865,1,13680,0
BLOC1S4,4,0.74867,0.74868,1,13681,0
SAMSN1,4,0.74871,0.74871,1,13682,0
CD200,4,0.74873,0.74874,1,13683,0
CXCR1,4,0.74877,0.74877,1,13684,0
PRL,4,0.7489,0.7489,1,13685,0
LKAAEAR1,4,0.74899,0.749,1,13686,0
MAPKAP1,4,0.74904,0.74905,1,13688,0
UGT1A7,4,0.74904,0.74905,1,13687,0
TTC32,4,0.74907,0.74908,1,13689,0
CPT1C,4,0.74907,0.74908,1,13690,0
RAB8A,4,0.7491,0.74911,1,13691,0
SEMA3B,4,0.74912,0.74913,1,13692,0
SNCG,4,0.74927,0.74928,1,13693,0
CACNG5,4,0.74936,0.74936,1,13694,0
PPIL6,4,0.74938,0.74938,1,13695,0
SELPLG,4,0.7494,0.7494,1,13696,0
TTC1,4,0.74942,0.74941,1,13697,0
UCKL1,4,0.74943,0.74944,1,13698,0
ACOT7,4,0.74955,0.74956,1,13699,0
ABCC6,4,0.74955,0.74956,1,13700,0
KCTD21,4,0.74966,0.74966,1,13701,0
FOXR1,4,0.74971,0.74972,1,13702,0
KIF5C,4,0.74977,0.74977,1,13703,0
CRY1,4,0.74981,0.74982,1,13705,0
MB,4,0.74981,0.74982,1,13704,0
DUSP15,4,0.74987,0.74987,1,13707,0
NOM1,4,0.74987,0.74987,1,13706,0
TACC1,4,0.74993,0.74994,1,13708,0
HDAC10,4,0.75006,0.75006,1,13709,0
MUTYH,4,0.7501,0.7501,1,13710,0
DAPP1,4,0.75021,0.75021,1,13711,0
SEC31B,4,0.75023,0.75024,1,13712,0
COPZ1,4,0.75027,0.75026,1,13713,0
KISS1,4,0.75032,0.75031,1,13714,0
ALDH3B1,4,0.75034,0.75034,1,13715,0
HECW2,4,0.75044,0.75043,1,13716,0
LGSN,4,0.7505,0.75048,1,13717,0
STARD3NL,4,0.75054,0.75052,1,13718,0
GRIN3A,4,0.75064,0.75063,1,13719,0
CELF3,4,0.75069,0.75068,1,13720,0
ART4,4,0.75076,0.75075,1,13721,0
EEF1D,4,0.75076,0.75075,1,13722,0
ASB1,4,0.75093,0.75093,1,13723,0
SLC6A18,4,0.75095,0.75095,1,13724,0
MT2A,4,0.75098,0.75098,1,13725,0
ABCA3,4,0.75106,0.75106,1,13726,0
THEMIS,4,0.75114,0.75114,1,13727,0
TAP2,4,0.75126,0.75127,1,13728,0
RBM28,4,0.75138,0.75141,1,13729,0
SPG7,4,0.75163,0.75166,1,13730,0
LRRC42,4,0.75165,0.75168,1,13731,0
CYP2R1,4,0.75172,0.75175,1,13732,0
NNMT,4,0.75176,0.75179,1,13733,0
PPP2R4,4,0.75182,0.75185,1,13734,0
WDR93,4,0.75188,0.75191,1,13735,0
OR2Z1,4,0.75196,0.75198,1,13736,0
DLGAP3,4,0.75202,0.75204,1,13737,0
ZNF444,4,0.75206,0.75208,1,13738,0
JARID2,4,0.75207,0.75209,1,13739,0
MSRA,4,0.75209,0.75211,1,13740,0
MMP25,4,0.75221,0.75223,1,13741,0
HEPHL1,4,0.75226,0.75227,1,13742,0
TCEAL6,4,0.75228,0.75229,1,13743,0
OR10C1,4,0.75229,0.75231,1,13744,0
XRCC2,4,0.75237,0.75237,1,13745,0
IER3,4,0.7524,0.75241,1,13746,0
TMEM132E,4,0.75252,0.75253,1,13748,0
SHOC2,4,0.75252,0.75253,1,13747,0
KIAA1462,4,0.75263,0.75264,1,13749,0
MURC,4,0.75266,0.75267,1,13750,0
CDH23,4,0.75269,0.7527,1,13751,0
TERF2IP,4,0.75274,0.75275,1,13752,0
FSCB,4,0.75281,0.75281,1,13753,0
KLHL13,4,0.75294,0.75293,1,13754,0
COPS7A,4,0.75296,0.75294,1,13755,0
ZNF571,4,0.75317,0.75316,1,13757,0
HMGN1,4,0.75317,0.75316,1,13756,0
SLC35F2,4,0.75321,0.7532,1,13758,0
C4orf36,4,0.75328,0.75327,1,13760,0
ENO1,4,0.75328,0.75327,1,13759,0
UBE2QL1,4,0.7533,0.75329,1,13761,0
C12orf49,4,0.7534,0.75338,1,13762,0
ACBD6,4,0.75356,0.75355,1,13763,0
GABRA4,4,0.75361,0.7536,1,13764,0
KLHL38,4,0.75363,0.75363,1,13765,0
CSNK1G1,4,0.75372,0.75372,1,13766,0
LRFN4,4,0.75378,0.75378,1,13767,0
IQUB,4,0.7538,0.75379,1,13768,0
RTP3,4,0.75383,0.75383,1,13769,0
STPG2,4,0.75386,0.75386,1,13770,0
GRASP,4,0.75401,0.754,1,13771,0
HNRNPCL4,4,0.75409,0.75408,1,13772,0
ATF2,4,0.75414,0.75414,1,13773,0
GTF2IRD1,4,0.75416,0.75415,1,13774,0
OR6K6,4,0.7542,0.75419,1,13775,0
REP15,4,0.75425,0.75424,1,13776,0
TLDC2,4,0.75433,0.75433,1,13777,0
GPX6,4,0.75436,0.75435,1,13778,0
SLBP,4,0.7544,0.75439,1,13779,0
CDCA5,4,0.75442,0.75441,1,13780,0
SYP,4,0.75444,0.75443,1,13781,0
C6orf15,4,0.75446,0.75444,1,13782,0
MAP3K7,4,0.75447,0.75447,1,13783,0
RPL7A,4,0.75453,0.75453,1,13784,0
CPQ,4,0.75455,0.75454,1,13785,0
IRS4,4,0.7546,0.7546,1,13786,0
SMDT1,4,0.75466,0.75465,1,13787,0
CMPK1,4,0.7547,0.75471,1,13790,0
SAMD8,4,0.7547,0.75471,1,13788,0
CERS4,4,0.7547,0.75471,1,13789,0
ZNF726,4,0.75477,0.75477,1,13791,0
OAS1,4,0.75484,0.75483,1,13792,0
ARRDC2,4,0.75493,0.75493,1,13793,0
KCNJ10,4,0.75502,0.75502,1,13794,0
IGLL5,4,0.75508,0.75508,1,13795,0
SPI1,4,0.75513,0.75512,1,13796,0
PI15,4,0.75518,0.75517,1,13797,0
SLC30A10,4,0.75522,0.75521,1,13798,0
CEP295NL,4,0.75526,0.75525,1,13799,0
FLJ45513,4,0.75535,0.75534,1,13800,0
IL19,4,0.7554,0.7554,1,13801,0
IGF1R,4,0.75548,0.75548,1,13802,0
EMD,4,0.75555,0.75555,1,13803,0
PPP1R21,4,0.75561,0.75561,1,13804,0
11.Sep,4,0.75569,0.75569,1,13805,0
STMND1,4,0.75576,0.75576,1,13807,0
LOXL2,4,0.75576,0.75576,1,13806,0
CHST9,4,0.75582,0.75582,1,13808,0
AKIP1,4,0.75591,0.75591,1,13809,0
TOP3A,4,0.756,0.75599,1,13810,0
TRIB1,4,0.75608,0.75607,1,13811,0
CD48,4,0.75612,0.75612,1,13812,0
NANOGNB,4,0.75615,0.75615,1,13813,0
ZNF510,4,0.75617,0.75617,1,13814,0
DEFA1,4,0.7562,0.75621,1,13815,0
UNC13D,4,0.7564,0.7564,1,13816,0
TYMS,4,0.75642,0.75642,1,13817,0
CALB2,4,0.75646,0.75645,1,13818,0
PHYHIPL,4,0.75649,0.75649,1,13819,0
PWWP2A,4,0.75653,0.75653,1,13820,0
COBL,4,0.75655,0.75655,1,13821,0
APOPT1,4,0.75664,0.75664,1,13822,0
HIPK2,4,0.75666,0.75667,1,13823,0
ADAMTS15,4,0.75669,0.7567,1,13824,0
MROH2B,4,0.75675,0.75675,1,13825,0
CFAP43,4,0.75677,0.75676,1,13826,0
DNAJC2,4,0.75678,0.75678,1,13827,0
ARSK,4,0.75684,0.75684,1,13828,0
C6orf136,4,0.75687,0.75687,1,13829,0
RBMXL2,4,0.75689,0.75689,1,13830,0
FAM192A,4,0.75693,0.75692,1,13831,0
UTY,4,0.75695,0.75694,1,13832,0
ANXA13,4,0.75696,0.75696,1,13833,0
SIT1,4,0.75698,0.75698,1,13834,0
TAS2R10,4,0.75702,0.75701,1,13835,0
ZNF48,4,0.75706,0.75705,1,13836,0
WBSCR17,4,0.75711,0.7571,1,13837,0
CCP110,4,0.75718,0.75717,1,13838,0
NDUFA7,4,0.75722,0.7572,1,13839,0
MYO6,4,0.75725,0.75724,1,13840,0
LURAP1L,4,0.75729,0.75727,1,13841,0
PARP2,4,0.75733,0.75731,1,13842,0
ILVBL,4,0.75738,0.75736,1,13843,0
WNT8B,4,0.75744,0.75742,1,13844,0
POC5,4,0.75749,0.75747,1,13845,0
EIF3B,4,0.7576,0.75757,1,13846,0
FNBP1,4,0.75769,0.75767,1,13847,0
ZNF713,4,0.75771,0.75768,1,13848,0
NAV2,4,0.7578,0.75778,1,13849,0
DDX18,4,0.75785,0.75783,1,13851,0
HBD,4,0.75785,0.75783,1,13850,0
ULK3,4,0.75789,0.75787,1,13852,0
BAIAP2L2,4,0.75791,0.75788,1,13853,0
GNA13,4,0.75796,0.75794,1,13854,0
SNRPE,4,0.75805,0.75803,1,13855,0
ZNF576,4,0.75811,0.75809,1,13856,0
EIF2AK4,4,0.75816,0.75813,1,13857,0
RNF135,4,0.75818,0.75815,1,13858,0
P4HA3,4,0.7582,0.75817,1,13859,0
SLC37A4,4,0.7583,0.75826,1,13860,0
FBLN7,4,0.75833,0.75829,1,13861,0
ITM2A,4,0.75837,0.75833,1,13862,0
CADPS,4,0.75841,0.75837,1,13863,0
IGFALS,4,0.75848,0.75844,1,13864,0
CPNE7,4,0.7585,0.75846,1,13865,0
IFIT2,4,0.75857,0.75852,1,13866,0
SPACA5,4,0.75861,0.75856,1,13867,0
SURF1,4,0.75863,0.75858,1,13868,0
WNT3A,4,0.75867,0.75862,1,13869,0
RFWD3,4,0.75872,0.75867,1,13870,0
C10orf95,4,0.75877,0.75871,1,13871,0
AANAT,4,0.75884,0.75879,1,13872,0
ZNF229,4,0.75887,0.75882,1,13873,0
PRAM1,4,0.759,0.75896,1,13874,0
LHFPL5,4,0.75904,0.75899,1,13875,0
NOVA2,4,0.75913,0.75906,1,13876,0
TMEM102,4,0.75915,0.75909,1,13877,0
KRT14,4,0.7592,0.75914,1,13878,0
CACNA1A,4,0.75924,0.75917,1,13879,0
LRRFIP1,4,0.75929,0.75924,1,13880,0
ATIC,4,0.75933,0.75927,1,13881,0
HOXD10,4,0.75936,0.7593,1,13882,0
CCNH,4,0.7594,0.75934,1,13883,0
CASD1,4,0.75952,0.75946,1,13884,0
BRD1,4,0.75954,0.75948,1,13885,0
HESX1,4,0.75962,0.75955,1,13886,0
PIEZO2,4,0.75967,0.7596,1,13887,0
SEC14L5,4,0.75969,0.75962,1,13888,0
CCDC122,4,0.75976,0.75969,1,13889,0
RUSC1,4,0.75985,0.75978,1,13890,0
ULBP2,4,0.7599,0.75982,1,13891,0
KAT2B,4,0.75994,0.75986,1,13892,0
USP42,4,0.75996,0.75988,1,13893,0
COMTD1,4,0.75999,0.75992,1,13894,0
PRKAG3,4,0.76003,0.75996,1,13895,0
ATP5I,4,0.76009,0.76003,1,13896,0
SAMD4B,4,0.76015,0.76008,1,13897,0
SCFD1,4,0.76019,0.76012,1,13898,0
RHOBTB1,4,0.76023,0.76016,1,13899,0
DNAJA1,4,0.76024,0.76018,1,13900,0
GKAP1,4,0.76028,0.76022,1,13901,0
DPH7,4,0.76034,0.76027,1,13902,0
MYPOP,4,0.76048,0.7604,1,13903,0
GTF2F1,4,0.7605,0.76041,1,13904,0
SAAL1,4,0.76051,0.76044,1,13905,0
SLC9C1,4,0.76053,0.76045,1,13906,0
CAPZA2,4,0.76065,0.76057,1,13907,0
KLF9,4,0.76067,0.7606,1,13908,0
SPSB1,4,0.76069,0.76061,1,13909,0
SIX2,4,0.76076,0.76069,1,13910,0
TNFSF14,4,0.76084,0.76076,1,13912,0
ADGRF4,4,0.76084,0.76076,1,13911,0
CLDN23,4,0.76088,0.7608,1,13913,0
MCF2,4,0.76088,0.7608,1,13914,0
GATA2,4,0.76091,0.76083,1,13915,0
C10orf54,4,0.76093,0.76086,1,13917,0
PROSER2,4,0.76093,0.76086,1,13916,0
SPSB2,4,0.761,0.76094,1,13918,0
SLC26A11,4,0.76103,0.76098,1,13919,0
EDAR,4,0.76107,0.76102,1,13920,0
ZNF208,4,0.76114,0.76109,1,13921,0
BOLA1,4,0.76118,0.76112,1,13922,0
SLC47A1,4,0.76122,0.76117,1,13923,0
TNFSF4,4,0.76131,0.76126,1,13924,0
SPAG7,4,0.76139,0.76133,1,13925,0
NSUN5,4,0.76143,0.76136,1,13926,0
SLC29A3,4,0.76148,0.76142,1,13927,0
SEPHS1,4,0.76163,0.76157,1,13928,0
PNISR,4,0.76169,0.76164,1,13929,0
ANXA4,4,0.7618,0.76174,1,13930,0
ANO9,4,0.76189,0.76184,1,13931,0
NSUN4,4,0.762,0.76194,1,13932,0
ZSCAN23,4,0.76207,0.76202,1,13933,0
VTCN1,4,0.76209,0.76203,1,13934,0
EIF4EBP2,4,0.7621,0.76206,1,13935,0
MAGEA2B,4,0.76226,0.76221,1,13936,0
UBE4A,4,0.7623,0.76226,1,13937,0
PRR36,4,0.76234,0.76229,1,13938,0
ZNF747,4,0.7625,0.76245,1,13939,0
XAF1,4,0.76258,0.76253,1,13940,0
AKAP8,4,0.7626,0.76255,1,13941,0
SORT1,4,0.76278,0.76274,1,13942,0
LOC100507462,4,0.7629,0.76285,1,13943,0
DEPDC7,4,0.76303,0.76297,1,13944,0
DYNC1H1,4,0.76305,0.76299,1,13945,0
LOC101928093,4,0.76314,0.76308,1,13946,0
CPA4,4,0.76318,0.76312,1,13947,0
EIF2AK3,4,0.76322,0.76317,1,13948,0
C5AR1,4,0.76324,0.76318,1,13949,0
GUCA1B,4,0.76327,0.76321,1,13950,0
SLC22A9,4,0.76336,0.76331,1,13951,0
CCDC159,4,0.76351,0.76346,1,13952,0
SP7,4,0.76354,0.7635,1,13953,0
SCNM1,4,0.76358,0.76353,1,13954,0
APOBR,4,0.7637,0.76364,1,13955,0
PCNXL4,4,0.76372,0.76365,1,13956,0
SYCN,4,0.76378,0.76371,1,13957,0
GPHA2,4,0.76383,0.76375,1,13958,0
KRTAP3-3,4,0.76386,0.76379,1,13959,0
C11orf68,4,0.76399,0.76392,1,13960,0
ADRBK2,4,0.76401,0.76393,1,13961,0
ACTG2,4,0.76409,0.76402,1,13962,0
KRT6B,4,0.76415,0.76407,1,13963,0
TCEAL7,4,0.7642,0.76411,1,13964,0
EFR3A,4,0.76424,0.76415,1,13965,0
C6orf10,4,0.76425,0.76416,1,13966,0
VPS25,4,0.76438,0.7643,1,13967,0
ACTC1,4,0.76441,0.76433,1,13968,0
LRWD1,4,0.76443,0.76435,1,13969,0
JAM3,4,0.76445,0.76436,1,13970,0
UBE2G2,4,0.76447,0.76438,1,13971,0
PRR35,4,0.76455,0.76446,1,13972,0
FOXD4L3,4,0.76455,0.76446,1,13973,0
NAA20,4,0.76471,0.76462,1,13974,0
DEPDC4,4,0.76477,0.76467,1,13975,0
LMO1,4,0.76482,0.76472,1,13976,0
SWI5,4,0.76484,0.76473,1,13977,0
ATG14,4,0.76487,0.76477,1,13978,0
ZNF10,4,0.76491,0.76481,1,13979,0
PSD3,4,0.76493,0.76482,1,13980,0
CWF19L1,4,0.765,0.7649,1,13981,0
HIST1H4G,4,0.76514,0.76504,1,13982,0
DHCR24,4,0.76519,0.7651,1,13983,0
SMS,4,0.76523,0.76513,1,13984,0
CAMLG,4,0.76524,0.76516,1,13985,0
ERICH6,4,0.76528,0.76519,1,13986,0
LIN7C,4,0.76531,0.76522,1,13987,0
PAX3,4,0.76534,0.76525,1,13988,0
ITM2B,4,0.76534,0.76525,1,13989,0
GPR161,4,0.76537,0.76527,1,13990,0
CNR2,4,0.76538,0.76529,1,13991,0
VPS37B,4,0.76541,0.76532,1,13992,0
SLC30A6,4,0.76545,0.76536,1,13993,0
LRRC32,4,0.76549,0.7654,1,13994,0
E2F6,4,0.76551,0.76542,1,13995,0
SIGLEC8,4,0.76558,0.7655,1,13996,0
ST6GALNAC6,4,0.7656,0.76552,1,13997,0
UTS2R,4,0.76563,0.76555,1,13998,0
NOTUM,4,0.76567,0.76558,1,14000,0
RAB13,4,0.76567,0.76558,1,13999,0
SGMS2,4,0.76571,0.76563,1,14001,0
CYB5R1,4,0.76571,0.76563,1,14002,0
NR2F2,4,0.76574,0.76566,1,14003,0
CLEC2D,4,0.76582,0.76575,1,14004,0
UBB,4,0.76593,0.76585,1,14005,0
ALPL,4,0.76595,0.76586,1,14006,0
CPA5,4,0.76597,0.76589,1,14007,0
PPAP2B,4,0.76598,0.7659,1,14008,0
SAA2-SAA4,4,0.76607,0.76598,1,14009,0
CEMP1,4,0.76612,0.76604,1,14010,0
ZCCHC5,4,0.76618,0.76609,1,14011,0
SPDYA,4,0.76626,0.76618,1,14012,0
SERPINB12,4,0.7663,0.76621,1,14013,0
CEP85,4,0.76635,0.76627,1,14014,0
KRTAP9-6,4,0.76639,0.76631,1,14015,0
OR4L1,4,0.76642,0.76635,1,14016,0
NOB1,4,0.76646,0.76638,1,14017,0
TFCP2L1,4,0.76648,0.7664,1,14018,0
ZNF101,4,0.76653,0.76645,1,14019,0
MAGOH,4,0.76655,0.76647,1,14020,0
ZNF554,4,0.76656,0.76649,1,14021,0
TRO,4,0.76662,0.76654,1,14022,0
RFXAP,4,0.76669,0.76661,1,14023,0
KIF26A,4,0.76676,0.76668,1,14024,0
HIST2H4B,4,0.76679,0.76672,1,14025,0
FAM43A,4,0.76681,0.76675,1,14026,0
ZNF280C,4,0.76692,0.76685,1,14027,0
POFUT2,4,0.76695,0.76688,1,14028,0
MEF2C,4,0.76697,0.76689,1,14029,0
SOX12,4,0.76699,0.76692,1,14030,0
TBK1,4,0.76702,0.76695,1,14031,0
MRPL23,4,0.76705,0.76698,1,14032,0
AGAP11,4,0.76709,0.76702,1,14033,0
PAK1,4,0.76714,0.76708,1,14034,0
MAG,4,0.7672,0.76714,1,14035,0
GTPBP3,4,0.76727,0.7672,1,14036,0
KRTAP10-11,4,0.76734,0.76727,1,14037,0
APELA,4,0.76735,0.76728,1,14038,0
LHCGR,4,0.76737,0.7673,1,14039,0
GABRG1,4,0.76755,0.76748,1,14040,0
IK,4,0.7676,0.76754,1,14041,0
KBTBD7,4,0.76764,0.76759,1,14042,0
CD86,4,0.76767,0.76761,1,14043,0
SHC2,4,0.76769,0.76763,1,14044,0
MRPL15,4,0.76774,0.76768,1,14045,0
PROSER1,4,0.76779,0.76773,1,14046,0
SLC20A1,4,0.76789,0.76783,1,14047,0
INTS2,4,0.76791,0.76785,1,14048,0
CASS4,4,0.76797,0.76792,1,14049,0
IQSEC3,4,0.76798,0.76793,1,14050,0
NPAS1,4,0.76807,0.76802,1,14051,0
NIN,4,0.76809,0.76804,1,14052,0
ERAL1,4,0.76823,0.76817,1,14053,0
THYN1,4,0.76825,0.7682,1,14054,0
CIC,4,0.76828,0.76823,1,14056,0
DDIAS,4,0.76828,0.76823,1,14055,0
OR5R1,4,0.76835,0.7683,1,14057,0
GRXCR2,4,0.76846,0.76841,1,14058,0
NFKB1,4,0.76847,0.76843,1,14059,0
ZNF850,4,0.76849,0.76845,1,14060,0
PHLDB1,4,0.76851,0.76846,1,14061,0
CA5A,4,0.76853,0.76848,1,14062,0
CBWD6,4,0.76858,0.76853,1,14063,0
DDX6,4,0.7686,0.76855,1,14064,0
TMEM37,4,0.76862,0.76857,1,14065,0
ABCG2,4,0.76862,0.76857,1,14066,0
APOA4,4,0.76872,0.76868,1,14067,0
CBX6,4,0.76875,0.76871,1,14068,0
PDE4B,4,0.76877,0.76873,1,14069,0
XKR4,4,0.76879,0.76874,1,14070,0
CCDC129,4,0.76889,0.76885,1,14071,0
PRR29,4,0.76891,0.76887,1,14072,0
ASIC4,4,0.76893,0.76889,1,14073,0
NISCH,4,0.76896,0.76893,1,14074,0
TNFRSF25,4,0.769,0.76896,1,14075,0
RFX2,4,0.76915,0.76911,1,14076,0
HIAT1,4,0.76917,0.76912,1,14077,0
FAM46B,4,0.76926,0.76921,1,14078,0
C10orf91,4,0.76928,0.76924,1,14079,0
FLRT3,4,0.76929,0.76926,1,14080,0
CLCNKA,4,0.76935,0.76932,1,14081,0
PDPN,4,0.76936,0.76933,1,14082,0
OTOP1,4,0.7694,0.76937,1,14083,0
ITGBL1,4,0.76942,0.76939,1,14084,0
HFE,4,0.76943,0.76941,1,14085,0
CCL3L3,4,0.76945,0.76942,1,14086,0
CYP1B1,4,0.76955,0.76952,1,14087,0
TLX2,4,0.76963,0.7696,1,14088,0
IL6,4,0.76968,0.76964,1,14089,0
PARVG,4,0.76968,0.76964,1,14090,0
MMAB,4,0.76972,0.76968,1,14091,0
G0S2,4,0.76975,0.76971,1,14092,0
C20orf96,4,0.76978,0.76974,1,14093,0
AIF1,4,0.76982,0.76978,1,14094,0
OR7D4,4,0.76999,0.76996,1,14095,0
TBL2,4,0.77002,0.76998,1,14096,0
REM1,4,0.77004,0.77,1,14097,0
TMEM130,4,0.77012,0.77007,1,14098,0
HSD11B2,4,0.77016,0.7701,1,14099,0
LMX1A,4,0.77018,0.77012,1,14100,0
NPLOC4,4,0.77022,0.77016,1,14101,0
OR4S2,4,0.77035,0.77029,1,14102,0
LHFPL4,4,0.77044,0.77039,1,14103,0
INSIG2,4,0.77047,0.77041,1,14104,0
COX19,4,0.77047,0.77041,1,14105,0
FOXD3,4,0.77059,0.77054,1,14106,0
MFSD6,4,0.77084,0.77079,1,14107,0
TCF19,4,0.77087,0.77082,1,14108,0
RAB19,4,0.77096,0.77091,1,14109,0
ATP13A2,4,0.77098,0.77093,1,14110,0
NBEAL1,4,0.77101,0.77096,1,14111,0
LRIG1,4,0.77103,0.77098,1,14112,0
GOT1,4,0.77105,0.77099,1,14113,0
CAPN7,4,0.77106,0.77101,1,14114,0
MITD1,4,0.77108,0.77103,1,14115,0
OR5M11,4,0.7711,0.77104,1,14116,0
HBZ,4,0.77116,0.7711,1,14117,0
NOS1,4,0.77119,0.77112,1,14118,0
TOR3A,4,0.77123,0.77117,1,14119,0
ADTRP,4,0.77129,0.77124,1,14120,0
OLFML1,4,0.77141,0.77136,1,14121,0
SSH1,4,0.77145,0.77139,1,14122,0
TGM6,4,0.77148,0.77142,1,14123,0
CATIP,4,0.77151,0.77146,1,14124,0
FAM167A,4,0.77153,0.77148,1,14125,0
DHX36,4,0.77157,0.77151,1,14126,0
ZBTB34,4,0.7716,0.77155,1,14127,0
PGK2,4,0.77165,0.77161,1,14128,0
OR5AR1,4,0.77167,0.77163,1,14129,0
CBFA2T3,4,0.7717,0.77166,1,14130,0
SCGB1C2,4,0.77172,0.77168,1,14131,0
PLP1,4,0.77174,0.7717,1,14132,0
LCOR,4,0.77188,0.77185,1,14133,0
C10orf105,4,0.7719,0.77186,1,14134,0
HDC,4,0.77197,0.77194,1,14135,0
ZNF682,4,0.772,0.77197,1,14136,0
SIPA1,4,0.77205,0.77202,1,14137,0
C12orf50,4,0.77207,0.77204,1,14138,0
CASP1,4,0.77214,0.77211,1,14139,0
PCSK7,4,0.77214,0.77211,1,14140,0
NDUFA1,4,0.77218,0.77215,1,14141,0
KIAA1024,4,0.77218,0.77215,1,14142,0
GPALPP1,4,0.77222,0.77219,1,14143,0
LPL,4,0.77222,0.77219,1,14144,0
CGNL1,4,0.77229,0.77228,1,14145,0
POMGNT2,4,0.77234,0.77234,1,14146,0
GLTSCR2,4,0.77237,0.77236,1,14147,0
WDR26,4,0.77241,0.7724,1,14148,0
TMEM56,4,0.77243,0.77243,1,14149,0
DRGX,4,0.77246,0.77246,1,14150,0
TMEM144,4,0.77248,0.77249,1,14151,0
CTBP1,4,0.77252,0.77252,1,14152,0
TEX36,4,0.77256,0.77257,1,14153,0
INPP5J,4,0.77259,0.7726,1,14154,0
KCNA4,4,0.77264,0.77265,1,14155,0
DUPD1,4,0.77269,0.7727,1,14156,0
WNT8A,4,0.77273,0.77274,1,14157,0
ZNF821,4,0.77276,0.77277,1,14158,0
WDR49,4,0.77277,0.77279,1,14159,0
MON1A,4,0.77293,0.77294,1,14160,0
SFT2D1,4,0.77302,0.77303,1,14161,0
OR2L2,4,0.77303,0.77305,1,14162,0
PDE6C,4,0.77308,0.77311,1,14163,0
PTCHD1,4,0.77312,0.77314,1,14164,0
CCDC149,4,0.77314,0.77316,1,14165,0
ZNF148,4,0.7732,0.77322,1,14166,0
PCDHB14,4,0.77322,0.77325,1,14167,0
PRDM10,4,0.77332,0.77335,1,14168,0
